claim_id,product_id,product_category,product_brand,product_model,product_serial,purchase_date,purchase_price,retailer,invoice_number,warranty_start_date,warranty_expiry_date,warranty_duration_months,product_age_days,remaining_warranty_days,is_extended_warranty,fault_occurrence_date,fault_category,fault_description,damage_type,has_receipt,has_warranty_card,has_damage_photo,has_serial_photo,has_repair_report,missing_document_count,serial_number_match,previous_repairs_count,unauthorized_repair_flag,claim_date_conflict_flag,claim_class
CLM-01204,PRD-01204,Industrial & Automotive Tools,TorqueMaster,TitanPressure 3000PSI Commercial,SN-TOR-1976131,2024-09-15,970.46,Industrial Supply Direct,INV-2024-62850,2024-09-15,2028-08-25,48,735,705,1,2026-09-18,Trigger switch failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00519,PRD-00519,Consumer Electronics,PixelCraft,ApexBook Pro 16,SN-PIX-2805768,2025-11-04,1373.5,Industrial Supply Direct,INV-2024-70903,2025-11-04,2027-10-25,24,320,400,0,2026-09-08,Screen flickering,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-01206,PRD-01206,Consumer Electronics,QuantumCompute,NovaPhone 12 Pro,SN-QUA-4894211,2025-06-27,404.13,Electronics Hub Metro,INV-2025-56907,2025-06-27,2027-06-17,24,450,270,1,2025-06-19,Speaker malfunction,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00250,PRD-00250,Consumer Electronics,NovaSound,NovaWatch Ultra,SN-NOV-1141997,2025-08-01,713.67,Prime Retail Express,INV-2025-94245,2025-08-01,2027-07-22,24,415,305,0,2026-09-07,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00958,PRD-00958,Consumer Electronics,QuantumCompute,ApexBook Pro 16,SN-QUA-5072572,2024-05-09,1546.3,Electronics Hub Metro,INV-2026-66854,2024-05-09,2026-04-29,24,864,0,0,2026-09-03,Unresponsive touch panel,Failure: Unresponsive touch panel. Note: product warranty expired 144 days ago.,Hardware Wear,1,1,1,1,0,0,1,2,0,0,Invalid Claim
CLM-00043,PRD-00043,Consumer Electronics,PixelCraft,PixelSlate 12,SN-PIX-3030966,2026-06-12,2030.32,Prime Retail Express,INV-2024-55508,2026-06-12,2028-06-01,24,100,620,0,2026-09-02,Bluetooth/Wi-Fi failure,Reported genuine hardware failure: Bluetooth/Wi-Fi failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01326,PRD-01326,Consumer Electronics,NovaSound,ApexBook Pro 16,SN-NOV-8241263,2025-09-22,2225.71,National Appliance Depot,INV-2025-92714,2025-09-22,2026-09-17,12,363,0,0,2026-09-19,Unresponsive touch panel,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00023,PRD-00023,Consumer Electronics,VividDisplay,VividTab 11 Max,SN-VIV-9479356,2026-07-07,1322.62,TechMegaStore Downtown,INV-2024-93136,2026-07-07,2028-06-26,24,75,645,0,2026-09-18,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00498,PRD-00498,Home Appliances,ThermaPure,KitchenPro Convection 30L,SN-THE-2343763,2024-03-07,1616.12,Industrial Supply Direct,INV-2025-64127,2024-03-07,2027-02-20,36,927,153,0,2026-09-15,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01153,PRD-01153,Home Appliances,ThermaPure,FrostGuard 450L Smart,SN-THE-1196256,2022-10-08,1768.13,Industrial Supply Direct,INV-2024-46754,2022-10-08,2026-09-17,48,1443,0,1,2026-09-18,Electronic PCB failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01168,PRD-01168,Industrial & Automotive Tools,TitanPower,TorqueGrinder 1500W,SN-TIT-1740653,2025-08-27,838.09,TechMegaStore Downtown,INV-2026-44247,2025-08-27,2027-08-17,24,389,331,0,2025-08-20,Gearbox seizure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00179,PRD-00179,Home Appliances,ThermaPure,KitchenPro Convection 30L,SN-THE-5060441,2024-02-14,703.29,Electronics Hub Metro,INV-2026-65460,2024-02-14,2028-01-24,48,949,491,1,2026-08-30,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00135,PRD-00135,Consumer Electronics,PixelCraft,NovaWatch Ultra,SN-PIX-7378535,2026-08-02,538.88,Official Brand Store,INV-2024-14138,2026-08-02,2028-07-22,24,49,671,1,2026-09-04,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00806,PRD-00806,Industrial & Automotive Tools,MegaWrench,IronGrind 9-inch Industrial,SN-MEG-5601485,2024-06-24,564.95,Official Brand Store,INV-2025-95594,2024-06-24,2026-06-14,24,818,0,0,2026-09-05,Gearbox seizure,Failure: Gearbox seizure. Note: product warranty expired 98 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00361,PRD-00361,Industrial & Automotive Tools,MegaWrench,TorqueGrinder 1500W,SN-MEG-9467953,2025-09-11,252.6,Industrial Supply Direct,INV-2025-61684,2025-09-11,2028-08-26,36,374,706,1,2026-09-16,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00344,PRD-00344,Home Appliances,AeroBreeze,AeroBreeze DualCool 2.0T,SN-AER-1707762,2024-11-06,1490.56,Prime Retail Express,INV-2026-26009,2024-11-06,2027-10-22,36,683,397,0,2026-09-09,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00170,PRD-00170,Industrial & Automotive Tools,TorqueMaster,TitanPressure 3000PSI Commercial,SN-TOR-2315798,2026-03-19,724.91,National Appliance Depot,INV-2024-22803,2026-03-19,2030-02-26,48,185,1255,1,2026-09-08,Trigger switch failure,Reported genuine hardware failure: Trigger switch failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00248,PRD-00248,Consumer Electronics,QuantumCompute,NovaPhone 12 Lite,SN-QUA-8484373,2026-03-07,607.44,Industrial Supply Direct,INV-2026-82264,2026-03-07,2028-02-25,24,197,523,0,2026-09-10,Bluetooth/Wi-Fi failure,Reported genuine hardware failure: Bluetooth/Wi-Fi failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00790,PRD-00790,Industrial & Automotive Tools,TorqueMaster,MegaWash Pro 2500PSI,SN-TOR-5863655,2025-10-21,1209.61,National Appliance Depot,INV-2025-56911,2025-10-21,2027-10-11,24,334,386,0,2026-09-16,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01180,PRD-01180,Industrial & Automotive Tools,TorqueMaster,IronForge TwinPiston 100L,SN-TOR-3260007,2022-10-10,614.74,National Appliance Depot,INV-2024-15139,2022-10-10,2026-09-19,48,1441,0,1,2026-09-16,Gearbox seizure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00065,PRD-00065,Consumer Electronics,PixelCraft,QuantumPixel 8,SN-PIX-6569946,2024-08-12,2199.31,Industrial Supply Direct,INV-2024-78937,2024-08-12,2027-07-28,36,769,311,1,2026-09-14,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01424,PRD-01424,Industrial & Automotive Tools,TorqueMaster,MegaWash Pro 2500PSI,SN-TOR-5976514,2026-02-03,1172.79,Electronics Hub Metro,INV-2025-30653,2026-02-03,2029-01-18,36,229,851,1,2026-09-14,Chuck bearing breakdown,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00578,PRD-00578,Industrial & Automotive Tools,MegaWrench,IronForge TwinPiston 100L,SN-MEG-4575870,2026-02-14,423.87,Official Brand Store,INV-2025-59271,2026-02-14,2028-02-04,24,218,502,0,2026-09-18,Gearbox seizure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00163,PRD-00163,Home Appliances,CleanCycle,AeroBreeze DualCool 2.0T,SN-CLE-9230828,2026-02-14,1036.33,Official Brand Store,INV-2025-32185,2026-02-14,2028-02-04,24,218,502,0,2026-09-01,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01370,PRD-01370,Industrial & Automotive Tools,TitanPower,TitanAir 50L Heavy Duty,SN-TIT-1384496,2025-07-20,898.53,Prime Retail Express,INV-2024-64488,2025-07-20,2027-07-10,24,427,293,0,2025-07-14,Hydraulic pressure seal failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00431,PRD-00431,Consumer Electronics,QuantumCompute,VividTab 11 Max,SN-QUA-3863692,2026-06-18,2120.31,TechMegaStore Downtown,INV-2024-24965,2026-06-18,2029-06-02,36,94,986,1,2026-09-12,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00944,PRD-00944,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-6501987,2024-11-12,634.32,Official Brand Store,INV-2024-85938,2024-11-12,2026-11-02,24,677,43,0,2026-09-18,Hydraulic pressure seal failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00312,PRD-00312,Industrial & Automotive Tools,MegaWrench,IronForge Impact 24V,SN-MEG-2976835,2025-08-16,746.73,Industrial Supply Direct,INV-2026-36924,2025-08-16,2028-07-31,36,400,680,0,2026-09-15,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00759,PRD-00759,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-3856028,2026-03-29,511.38,TechMegaStore Downtown,INV-2024-34555,2026-03-29,2029-03-13,36,175,905,0,2026-09-18,Chuck bearing breakdown,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00575,PRD-00575,Home Appliances,ThermaPure,KitchenPro Grill 25L,SN-THE-3443176,2026-07-14,534.85,National Appliance Depot,INV-2026-54944,2026-07-14,2029-06-28,36,68,1012,0,2026-09-09,Electronic PCB failure,Unit previously opened and tampered with at non-authorized workshop (Downtown Third-Party Repair Stall).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-01188,PRD-01188,Consumer Electronics,NovaSound,QuantumBook Ultra 15,SN-NOV-7061978,2026-05-29,1097.36,Prime Retail Express,INV-2024-13574,2026-05-29,2029-05-13,36,114,966,1,2026-09-13,Bluetooth/Wi-Fi failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-00723,PRD-00723,Consumer Electronics,VividDisplay,ApexBook Air 14,SN-VIV-1271644,2025-06-24,893.47,National Appliance Depot,INV-2026-26350,2025-06-24,2027-06-14,24,453,267,0,2026-09-12,Battery failure to charge,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01054,PRD-01054,Industrial & Automotive Tools,MegaWrench,IronForge TwinPiston 100L,SN-MEG-3674757,2025-12-25,1127.76,Prime Retail Express,INV-2024-36976,2025-12-25,2029-12-04,48,269,1171,1,2026-09-10,Trigger switch failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-00646,PRD-00646,Home Appliances,CleanCycle,ThermaWash Eco,SN-CLE-2503425,2026-07-11,1543.37,Official Brand Store,INV-2025-46073,2026-07-11,2029-06-25,36,71,1009,0,2026-09-16,Compressor failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-00621,PRD-00621,Industrial & Automotive Tools,ApexIndustrial,TitanPressure 3000PSI Commercial,SN-APE-6164208,2024-06-04,886.21,Prime Retail Express,INV-2024-63580,2024-06-04,2026-05-25,24,838,0,0,2026-09-10,Hydraulic pressure seal failure,Failure: Hydraulic pressure seal failure. Note: product warranty expired 118 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00638,PRD-00638,Home Appliances,FrostGuard,FrostGuard Side-by-Side 600L,SN-FRO-9985927,2025-02-25,602.77,Industrial Supply Direct,INV-2025-51896,2025-02-25,2028-02-10,36,572,508,0,2026-08-31,Pest infestation inside chassis,Physical inspection reveals clear Pest infestation inside chassis violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01307,PRD-01307,Home Appliances,AeroBreeze,KitchenPro Grill 25L,SN-AER-4301912,2025-10-23,1651.82,TechMegaStore Downtown,INV-2024-28342,2025-10-23,2028-10-07,36,332,748,1,2026-09-06,Electronic PCB failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00887,PRD-00887,Industrial & Automotive Tools,ApexIndustrial,MegaWash Pro 2500PSI,SN-APE-2953294,2024-06-07,1061.69,Prime Retail Express,INV-2025-49741,2024-06-07,2026-05-28,24,835,0,0,2026-08-31,Hydraulic pressure seal failure,Failure: Hydraulic pressure seal failure. Note: product warranty expired 115 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00937,PRD-00937,Industrial & Automotive Tools,TorqueMaster,MegaWash Pro 2500PSI,SN-TOR-5177495,2025-04-17,352.96,TechMegaStore Downtown,INV-2024-77976,2025-04-17,2027-04-07,24,521,199,0,2026-09-17,Abnormal overload beyond specified torque limits,Physical inspection reveals clear Abnormal overload beyond specified torque limits violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00107,PRD-00107,Consumer Electronics,VividDisplay,NovaPhone 12 Lite,SN-VIV-1447451,2026-07-11,1153.26,Industrial Supply Direct,INV-2026-59015,2026-07-11,2027-07-06,12,71,289,0,2026-09-07,Motherboard failure,Reported genuine hardware failure: Motherboard failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-01103,PRD-01103,Industrial & Automotive Tools,ApexIndustrial,TitanDrill 20V HD,SN-APE-6539032,2025-07-15,908.71,Industrial Supply Direct,INV-2026-93257,2025-07-15,2029-06-24,48,432,1008,1,2026-09-17,Trigger switch failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00742,PRD-00742,Home Appliances,ThermaPure,ThermaCold 320L,SN-THE-4586506,2025-11-04,1043.6,National Appliance Depot,INV-2024-83615,2025-11-04,2027-10-25,24,320,400,0,2026-09-15,Electronic PCB failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00816,PRD-00816,Home Appliances,KitchenPro,KitchenPro Convection 30L,SN-KIT-3101870,2025-10-02,1780.15,Electronics Hub Metro,INV-2025-98356,2025-10-02,2027-09-22,24,353,367,0,2026-09-12,Thermostat failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-00886,PRD-00886,Home Appliances,KitchenPro,FrostGuard 450L Smart,SN-KIT-2696557,2025-07-07,910.06,Official Brand Store,INV-2024-54272,2025-07-07,2028-06-21,36,440,640,0,2026-09-18,Motor burnout,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01379,PRD-01379,Consumer Electronics,VividDisplay,PixelSlate 12,SN-VIV-7204129,2025-05-04,2185.2,Official Brand Store,INV-2025-83887,2025-05-04,2027-04-24,24,504,216,0,2025-04-17,Unresponsive touch panel,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-01314,PRD-01314,Industrial & Automotive Tools,IronForge,TitanAir 50L Heavy Duty,SN-IRO-6276469,2026-03-24,702.43,Official Brand Store,INV-2024-72828,2026-03-24,2028-03-13,24,180,540,0,2026-09-14,Chuck bearing breakdown,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-01028,PRD-01028,Consumer Electronics,QuantumCompute,ApexFit Chrono 3,SN-QUA-5129038,2025-01-20,680.75,National Appliance Depot,INV-2026-40597,2025-01-20,2027-01-10,24,608,112,0,2025-01-05,Unresponsive touch panel,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-01053,PRD-01053,Home Appliances,FrostGuard,AeroBreeze DualCool 2.0T,SN-FRO-5247996,2024-02-22,1714.64,National Appliance Depot,INV-2025-94602,2024-02-22,2027-02-06,36,941,139,0,2026-09-18,Thermostat failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00735,PRD-00735,Industrial & Automotive Tools,TorqueMaster,IronGrind 9-inch Industrial,SN-TOR-6012276,2024-06-15,160.66,Electronics Hub Metro,INV-2026-84356,2024-06-15,2026-06-05,24,827,0,0,2026-09-04,Chuck bearing breakdown,Failure: Chuck bearing breakdown. Note: product warranty expired 107 days ago.,Hardware Wear,1,1,1,1,0,0,1,2,0,0,Invalid Claim
CLM-00216,PRD-00216,Industrial & Automotive Tools,TitanPower,MegaWash Pro 2500PSI,SN-TIT-4883465,2023-05-20,1180.88,Prime Retail Express,INV-2025-58823,2023-05-20,2027-04-29,48,1219,221,1,2026-09-15,Trigger switch failure,Reported genuine hardware failure: Trigger switch failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00405,PRD-00405,Consumer Electronics,NovaSound,ApexBook Pro 16,SN-NOV-8599649,2026-01-23,1420.89,Industrial Supply Direct,INV-2026-85750,2026-01-23,2029-01-07,36,240,840,1,2026-08-28,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00566,PRD-00566,Consumer Electronics,NovaSound,PixelSlate 12,SN-NOV-9775825,2025-12-02,1875.47,National Appliance Depot,INV-2024-98864,2025-12-02,2026-11-27,12,292,68,0,2026-09-17,Speaker malfunction,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-00714,PRD-00714,Industrial & Automotive Tools,TorqueMaster,IronForge Impact 24V,SN-TOR-1133260,2026-06-08,326.75,TechMegaStore Downtown,INV-2025-59259,2026-06-08,2028-05-28,24,104,616,0,2026-09-15,Chuck bearing breakdown,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00411,PRD-00411,Industrial & Automotive Tools,TitanPower,TorqueGrinder 1500W,SN-TIT-9078781,2025-03-10,1255.0,TechMegaStore Downtown,INV-2024-78997,2025-03-10,2028-02-23,36,559,521,0,2026-09-16,Trigger switch failure,Reported genuine hardware failure: Trigger switch failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00802,PRD-00802,Home Appliances,CleanCycle,KitchenPro Convection 30L,SN-CLE-7453578,2025-02-22,1009.43,Electronics Hub Metro,INV-2024-59719,2025-02-22,2027-02-12,24,575,145,0,2026-09-18,Water pump leakage,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
